ad_spend,monthly_pageviews,ad_format,ad_sales,shop_id,timestamp,app
109.559997559,25373,facebook_carousel_ad,39.9900016785,29558,2017-07-27 18:53:48,app2
109.839996338,23424,facebook_carousel_ad,196.410003662,3695,2017-12-18 22:41:15,app1
15.0,169,facebook_carousel_ad,47.9599990845,21716,2017-11-27 06:38:13,app1
14.970000267,3237,facebook_carousel_ad,75.5999984741,1090,2017-04-12 17:04:21,app1
12.8299999237,595,facebook_carousel_ad,219.369995117,19661,2017-09-07 12:45:41,app2
41.9000015259,39290,facebook_carousel_ad,335.239990234,30560,2017-08-15 15:35:15,app2
64.6999969482,115935,facebook_carousel_ad,875.549987793,28757,2017-09-01 14:19:26,app1
408.0,150488,facebook_carousel_ad,377.25,30264,2017-08-17 19:38:15,app2
15.8400001526,29871,facebook_carousel_ad,14.8400001526,10860,2017-09-11 13:04:43,app1
0.560000002384,1250,facebook_carousel_ad,9.89999961853,5582,2017-04-14 04:52:29,app2
18.1299991608,632,facebook_carousel_ad,15.0,26656,2018-01-09 00:23:50,app1
53.0800018311,0,facebook_carousel_ad,28.0599994659,15569,2017-06-27 12:14:04,app2
29.9200000763,8444,facebook_carousel_ad,37.0,1019,2017-11-08 20:48:03,app2
52.4099998474,9485,facebook_carousel_ad,106.349998474,5706,2017-03-27 20:30:17,app1
96.2399978638,10051,facebook_carousel_ad,28.2199993134,2449,2017-12-02 19:04:44,app2
15.0,15109,facebook_carousel_ad,83.4199981689,16617,2017-08-02 17:32:43,app2
15.0,1657,facebook_carousel_ad,30.9400005341,30521,2017-06-21 15:23:11,app1
15.0,120954,facebook_carousel_ad,93.5400009155,3338,2017-07-08 12:35:40,app1
29.0799999237,665,facebook_carousel_ad,26.7900009155,14191,2017-07-11 23:09:28,app1
15.0,9166,facebook_carousel_ad,145.539993286,12338,2017-08-08 17:46:04,app1
60.0,34768,facebook_carousel_ad,178.289993286,12360,2017-11-24 20:17:50,app1
15.0,0,facebook_carousel_ad,25.0,14065,2017-06-14 17:35:16,app2
50.0,14941,facebook_carousel_ad,201.0,31011,2017-04-11 17:35:11,app2
1561.75,689752,facebook_carousel_ad,1116.25,8192,2017-08-25 00:37:02,app1
18.9899997711,7232,facebook_carousel_ad,60.9799995422,28827,2017-04-12 21:25:45,app1
18.1499996185,78681,facebook_carousel_ad,55.8800010681,12346,2017-12-24 16:38:07,app2
180.789993286,1886,facebook_carousel_ad,132.600006104,6534,2017-10-02 18:09:30,app1
15.0,6351,facebook_carousel_ad,36.6199989319,15045,2018-01-12 12:03:45,app1
15.0,0,facebook_carousel_ad,33.5600013733,26278,2017-11-26 15:42:07,app2
15.0,8889,facebook_carousel_ad,11.0,6493,2017-05-06 15:21:54,app2
108.080001831,28247,facebook_carousel_ad,23.9400005341,13836,2017-11-15 21:26:16,app1
32.7000007629,4002,facebook_carousel_ad,46.0499992371,14821,2017-08-18 21:31:57,app1
60.0,761,facebook_carousel_ad,8.0,8832,2017-06-10 18:24:31,app2
30.0,11474,facebook_carousel_ad,34.9399986267,5998,2017-11-07 15:14:25,app2
125.0,17571,facebook_carousel_ad,462.399993896,1217,2017-11-02 18:19:22,app1
15.0,9026,facebook_carousel_ad,147.770004272,10693,2017-10-02 20:38:14,app2
24.3600006104,11530,facebook_carousel_ad,18.9500007629,4446,2017-10-08 18:25:36,app1
91.8499984741,72331,facebook_carousel_ad,199.0,2210,2017-07-18 07:00:08,app1
30.0,14886,facebook_carousel_ad,85.6299972534,1624,2017-06-01 13:12:39,app1
24.1599998474,21293,facebook_carousel_ad,259.869995117,18189,2018-01-09 16:48:52,app2
30.0,4093,facebook_carousel_ad,39.9500007629,12361,2017-08-08 00:22:12,app1
8.31999969482,3119,facebook_carousel_ad,6.98999977112,2225,2017-07-27 20:56:52,app2
30.0,6912,facebook_carousel_ad,96.0,30621,2017-05-31 17:03:13,app2
49.9500007629,33,facebook_carousel_ad,7.90000009537,13839,2017-06-05 16:25:35,app2
32.1500015259,37563,facebook_carousel_ad,29.8099994659,892,2017-12-17 22:22:49,app1
64.8300018311,18332,facebook_carousel_ad,61.0800018311,30097,2017-11-26 18:04:23,app2
32.0299987793,75058,facebook_carousel_ad,112.519996643,4850,2017-03-11 11:10:13,app2
60.0,131744,facebook_carousel_ad,247.589996338,4821,2017-03-03 14:10:32,app2
30.0,22322,facebook_carousel_ad,62.0,5007,2017-04-01 15:12:24,app2
30.0,1859,facebook_carousel_ad,57.9799995422,14834,2017-07-22 16:21:56,app2
149.0,15339,facebook_carousel_ad,131.699996948,1411,2017-06-04 21:30:49,app1
43.6599998474,277383,facebook_carousel_ad,828.460021973,28726,2017-04-13 10:02:07,app2
49.3300018311,4178,facebook_carousel_ad,35.2999992371,5947,2017-05-01 15:48:40,app1
40.0,126158,facebook_carousel_ad,69.9400024414,29327,2017-10-26 22:42:12,app1
60.0,381,facebook_carousel_ad,82.2900009155,16390,2017-08-14 14:23:36,app2
24.0499992371,2862539,facebook_carousel_ad,6.61999988556,29495,2018-01-10 09:18:00,app1
48.0,12100,facebook_carousel_ad,251.309997559,5450,2017-10-25 12:57:12,app2
23.75,76615,facebook_carousel_ad,105.769996643,5541,2018-01-15 23:04:35,app2
204.380004883,156818,facebook_carousel_ad,42.0,30911,2017-09-02 18:06:18,app1
70.6600036621,234454,facebook_carousel_ad,335.450012207,29551,2017-10-18 03:29:40,app1
55.0,341445,facebook_carousel_ad,47.5999984741,5921,2017-12-18 17:05:19,app1
26.3500003815,25091,facebook_carousel_ad,64.2699966431,30541,2017-11-08 15:49:55,app2
46.5099983215,12,facebook_carousel_ad,108.349998474,15599,2017-07-29 19:05:56,app2
15.0,46956,facebook_carousel_ad,58.9000015259,30560,2017-09-28 18:56:08,app1
29.9300003052,31666,facebook_carousel_ad,53.5499992371,16878,2017-10-31 06:14:15,app1
60.0,23375,facebook_carousel_ad,174.839996338,1277,2017-07-19 04:10:48,app1
31.9500007629,0,facebook_carousel_ad,247.080001831,14304,2017-06-18 09:55:03,app2
0.119999997318,1518,facebook_carousel_ad,1044.51000977,19442,2017-09-11 01:34:31,app2
15.0,35861,facebook_carousel_ad,20.9799995422,2495,2017-09-16 11:51:52,app1
45.0,68664,facebook_carousel_ad,125.970001221,192,2017-12-15 07:00:58,app2
30.0,112,facebook_carousel_ad,36.0999984741,14321,2017-07-11 22:32:14,app1
12.7899999619,0,facebook_carousel_ad,25.7600002289,22005,2017-09-04 19:17:43,app2
30.0,2199,facebook_carousel_ad,25.9200000763,89,2017-08-14 19:31:21,app1
60.0,9883,facebook_carousel_ad,201.070007324,30103,2017-06-23 15:33:01,app1
30.0,1050,facebook_carousel_ad,7.98000001907,8561,2017-07-15 13:56:48,app1
16.2099990845,892,facebook_carousel_ad,26.1800003052,8970,2017-07-13 11:40:51,app2
30.0,60456,facebook_carousel_ad,233.380004883,2168,2017-06-01 21:07:59,app2
161.0,14254,facebook_carousel_ad,34.4900016785,29052,2017-10-02 18:26:29,app2
16.0300006866,2508,facebook_carousel_ad,171.600006104,8380,2017-06-07 14:05:05,app2
60.0,2862539,facebook_carousel_ad,308.140014648,29495,2018-01-02 14:52:40,app2
28.4599990845,4510,facebook_carousel_ad,34.5,5635,2017-10-01 08:20:16,app2
50.0,9472,facebook_carousel_ad,90.0,19141,2017-09-10 17:32:09,app2
60.0,1452,facebook_carousel_ad,17.6200008392,20646,2017-11-19 17:45:03,app2
45.0,5385,facebook_carousel_ad,15.9899997711,1464,2017-08-02 12:11:49,app1
18.8799991608,65084,facebook_carousel_ad,60.9099998474,5322,2017-11-23 02:24:46,app1
38.1100006104,276,facebook_carousel_ad,48.2000007629,25631,2017-11-15 22:22:13,app1
88.0,51828,facebook_carousel_ad,9321.99023438,4339,2017-08-03 18:53:49,app2
60.2700004578,123,facebook_carousel_ad,22.2900009155,105,2017-12-11 19:47:08,app1
8.02000045776,5030,facebook_carousel_ad,21.7700004578,1018,2017-06-15 02:42:22,app2
50.0,49281,facebook_carousel_ad,163.490005493,2742,2017-09-02 18:06:09,app2
7.73999977112,26,facebook_carousel_ad,36.75,23567,2017-10-16 16:24:17,app2
15.4499998093,166379,facebook_carousel_ad,17.5799999237,4314,2017-08-20 08:20:23,app1
669.890014648,14396,facebook_carousel_ad,40.0,6004,2017-05-20 18:06:16,app2
23.5400009155,22726,facebook_carousel_ad,45.75,21722,2017-11-14 16:11:49,app1
30.0,7373,facebook_carousel_ad,46.7400016785,21239,2017-11-08 17:49:35,app1
50.0,743,facebook_carousel_ad,64.8000030518,11841,2017-07-22 15:27:33,app1
16.5,88,facebook_carousel_ad,4.94999980927,16127,2017-07-05 15:10:27,app1
60.0,4397,facebook_carousel_ad,49.9799995422,9709,2017-05-25 23:07:23,app1
60.0,47644,facebook_carousel_ad,25.9799995422,3967,2017-12-06 21:37:25,app2
412.899993896,15700,facebook_carousel_ad,112.400001526,30182,2017-04-22 18:46:53,app1
13.3699998856,5148,facebook_carousel_ad,172.380004883,16590,2017-10-23 15:34:23,app2
59.9900016785,9971,facebook_carousel_ad,84.1500015259,8729,2017-12-02 22:16:05,app1
30.0,17396,facebook_carousel_ad,566.130004883,14822,2017-05-22 09:38:02,app1
49.0,1372,facebook_carousel_ad,19.9899997711,23122,2017-12-15 17:11:21,app1
12.7899999619,477,facebook_carousel_ad,64.1999969482,16103,2017-07-11 12:30:42,app1
60.0,1499591,facebook_carousel_ad,102.129997253,29495,2017-03-23 10:46:57,app2
15.0,1137,facebook_carousel_ad,96.6200027466,20026,2018-01-01 04:14:14,app2
60.0,72702,facebook_carousel_ad,599.940002441,122,2017-04-15 08:21:43,app2
60.0,4933,facebook_carousel_ad,20.0,18076,2017-09-01 01:14:53,app1
45.0,93323,facebook_carousel_ad,132.0,29331,2017-08-31 18:15:09,app2
4.71999979019,27373,facebook_carousel_ad,39.0,8345,2017-07-03 16:41:13,app1
187.020004272,6567,facebook_carousel_ad,68.7300033569,25977,2017-08-22 18:09:49,app2
30.0,343123,facebook_carousel_ad,80.9800033569,644,2017-09-03 15:23:35,app1
35.0,0,facebook_carousel_ad,15.9899997711,15071,2017-06-26 04:35:00,app2
60.0,110528,facebook_carousel_ad,51.4000015259,22251,2017-05-05 17:54:05,app2
27.7600002289,35526,facebook_carousel_ad,72.7699966431,30034,2017-11-07 12:01:07,app2
15.0,41690,facebook_carousel_ad,37.9599990845,2495,2017-10-30 23:58:29,app2
29.9099998474,1483,facebook_carousel_ad,34.1800003052,9631,2017-11-04 20:34:08,app2
60.0,19805,facebook_carousel_ad,81.6200027466,8711,2017-12-09 14:17:06,app2
82.3199996948,29871,facebook_carousel_ad,174.929992676,10860,2017-09-25 05:36:52,app1
250.0,27373,facebook_carousel_ad,759.799987793,29558,2017-03-18 11:48:19,app2
14.7700004578,45898,facebook_carousel_ad,57.0900001526,13291,2017-12-05 06:47:16,app2
13.1999998093,1781,facebook_carousel_ad,29.8999996185,720,2017-03-13 22:35:39,app2
15.0,35957,facebook_carousel_ad,112.470001221,2495,2017-12-22 12:46:17,app1
15.0,8438,facebook_carousel_ad,39.6800003052,6493,2017-07-28 15:11:49,app1
30.0,2292566,facebook_carousel_ad,200.529998779,29495,2017-06-15 15:25:14,app1
29.7000007629,39109,facebook_carousel_ad,84.0100021362,1160,2018-01-02 20:36:48,app1
195.729995728,6975,facebook_carousel_ad,341.970001221,295,2017-05-16 18:01:39,app1
60.0,24082,facebook_carousel_ad,113.0,29785,2017-10-13 12:49:18,app1
52.5200004578,6427,facebook_carousel_ad,65.6299972534,3655,2017-10-30 06:47:46,app1
155.410003662,1956,facebook_carousel_ad,132.919998169,3132,2017-09-02 18:54:02,app1
0.629999995232,92885,facebook_carousel_ad,93.7600021362,17017,2017-10-24 20:20:25,app1
36.5299987793,106,facebook_carousel_ad,29.0900001526,23725,2017-10-19 13:33:09,app2
30.6200008392,4639,facebook_carousel_ad,103.029998779,4816,2017-04-12 06:42:28,app1
50.0,18124,facebook_carousel_ad,273.070007324,27862,2018-01-05 14:58:21,app2
15.0,10981,facebook_carousel_ad,42.1800003052,28718,2017-07-11 19:46:50,app2
37.8499984741,243672,facebook_carousel_ad,56.0600013733,28726,2017-03-30 18:37:17,app1
15.4399995804,687,facebook_carousel_ad,3073.67993164,18577,2017-08-23 03:13:25,app1
9.13000011444,131744,facebook_carousel_ad,43.8899993896,4821,2017-03-09 13:13:14,app2
31.2299995422,8922,facebook_carousel_ad,18.0799999237,710,2017-10-23 22:25:01,app1
15.0,105402,facebook_carousel_ad,16.9899997711,4748,2017-06-19 20:52:37,app2
30.0,4550,facebook_carousel_ad,44.6300010681,3874,2018-01-05 02:13:39,app2
45.5400009155,23220,facebook_carousel_ad,112.25,30034,2017-04-18 08:42:17,app2
33.0299987793,7132,facebook_carousel_ad,175.710006714,30002,2017-10-31 20:46:52,app2
31.2600002289,87783,facebook_carousel_ad,59.9900016785,550,2017-10-26 12:12:03,app2
5.32000017166,6336,facebook_carousel_ad,28.3999996185,30121,2017-06-25 18:03:56,app2
30.0,34160,facebook_carousel_ad,34.9900016785,8154,2017-06-13 16:06:28,app2
60.0,141705,facebook_carousel_ad,27.0,5057,2017-07-15 14:59:10,app2
15.0,8459,facebook_carousel_ad,62.9199981689,10596,2017-05-08 13:19:04,app2
16.1399993896,5301,facebook_carousel_ad,92.7699966431,7448,2018-01-08 14:51:22,app2
60.0,1084,facebook_carousel_ad,16.9200000763,17973,2017-08-11 13:11:38,app2
15.0,9317,facebook_carousel_ad,72.9899978638,26435,2017-12-04 21:59:33,app2
15.0,39164,facebook_carousel_ad,16.0,10737,2017-11-28 20:11:30,app1
15.0,624,facebook_carousel_ad,6.03000020981,10205,2017-07-03 09:51:30,app2
16.8999996185,31869,facebook_carousel_ad,53.5099983215,1263,2017-07-12 20:01:55,app2
45.0600013733,5109,facebook_carousel_ad,23.8999996185,29085,2017-03-17 21:20:06,app1
13.7899999619,35957,facebook_carousel_ad,121.900001526,2495,2017-12-04 00:14:24,app2
16.5599994659,7843,facebook_carousel_ad,40.4199981689,12367,2017-08-14 15:46:26,app2
13.0,2125,facebook_carousel_ad,30.1299991608,18403,2017-12-02 19:13:53,app2
30.0,48894,facebook_carousel_ad,177.0,2556,2017-04-19 17:51:54,app1
31.7000007629,5516,facebook_carousel_ad,105.940002441,11297,2017-10-12 07:14:39,app2
7.0,2240,facebook_carousel_ad,71.8199996948,6563,2017-05-10 21:48:45,app1
50.0,1239,facebook_carousel_ad,29.9899997711,6934,2017-04-29 14:13:25,app2
60.0,88853,facebook_carousel_ad,84.0100021362,29382,2017-09-25 15:37:26,app2
15.0,36289,facebook_carousel_ad,26.4899997711,20265,2017-12-26 12:29:20,app1
50.0,8418,facebook_carousel_ad,72.9599990845,5880,2017-06-22 18:06:57,app1
196.0,16702,facebook_carousel_ad,9.60000038147,16940,2017-03-09 21:34:25,app1
16.2700004578,431,facebook_carousel_ad,6.44000005722,18879,2017-08-10 17:13:33,app2
14.0900001526,11834,facebook_carousel_ad,313.179992676,19491,2017-12-15 17:04:26,app2
16.3799991608,149401,facebook_carousel_ad,24.5100002289,1858,2017-11-18 19:36:04,app2
47.2299995422,23064,facebook_carousel_ad,131.289993286,24357,2017-12-04 15:44:22,app1
10.8599996567,0,facebook_carousel_ad,102.13999939,17865,2017-07-25 15:11:40,app1
40.25,6259,facebook_carousel_ad,39.9900016785,8018,2017-08-25 03:24:04,app2
225.0,88845,facebook_carousel_ad,151.199996948,631,2017-06-17 02:08:35,app2
30.0,3860,facebook_carousel_ad,10.5200004578,8195,2017-10-03 22:11:56,app1
60.0,45982,facebook_carousel_ad,115.980003357,28775,2017-05-04 02:29:03,app1
181.0,20780,facebook_carousel_ad,232.800003052,29640,2017-08-03 18:59:10,app2
45.0,12753,facebook_carousel_ad,19.4500007629,29175,2017-08-01 21:54:16,app1
18.6800003052,5453,facebook_carousel_ad,39.6800003052,24783,2018-01-03 21:11:36,app2
100.0,13323,facebook_carousel_ad,93.3300018311,1924,2017-12-28 19:40:37,app1
32.7599983215,1471,facebook_carousel_ad,69.9800033569,14059,2017-07-15 19:22:52,app2
60.0,47946,facebook_carousel_ad,42.5,29874,2017-05-16 19:50:37,app1
60.0,23151,facebook_carousel_ad,135.070007324,10670,2017-11-07 20:29:04,app1
16.0599994659,79985,facebook_carousel_ad,44.4399986267,9726,2017-12-09 08:16:29,app1
289.470001221,640808,facebook_carousel_ad,595.0,684,2017-04-25 18:25:27,app1
32.3600006104,415,facebook_carousel_ad,19.9899997711,13267,2017-07-26 18:18:20,app1
289.260009766,37402,facebook_carousel_ad,1157.58996582,5027,2017-11-18 19:21:40,app1
40.0,1902347,facebook_carousel_ad,175.929992676,29495,2017-09-28 13:11:44,app2
342.079986572,6618,facebook_carousel_ad,181.490005493,3281,2017-07-26 00:36:13,app1
15.0,2104,facebook_carousel_ad,23.4400005341,11367,2017-06-18 10:57:33,app2
46.5699996948,878,facebook_carousel_ad,99.7799987793,5366,2017-11-24 10:09:09,app1
30.1499996185,5282,facebook_carousel_ad,32.25,5597,2017-06-20 19:20:02,app1
45.0,41976,facebook_carousel_ad,81.3099975586,1153,2017-07-23 13:11:57,app2
60.0,9925,facebook_carousel_ad,31.9699993134,30103,2017-05-25 16:16:44,app1
228.0,19297,facebook_carousel_ad,122.480003357,10846,2017-11-10 19:08:44,app2
1.05999994278,222,facebook_carousel_ad,17.9899997711,23068,2017-10-11 22:10:29,app2
15.0,289451,facebook_carousel_ad,17.0499992371,28651,2017-08-12 08:26:22,app1
15.9300003052,978,facebook_carousel_ad,18.1000003815,5618,2017-06-26 11:58:41,app1
32.7400016785,19624,facebook_carousel_ad,39.3300018311,7154,2017-07-16 18:18:26,app1
15.0,171,facebook_carousel_ad,46.9000015259,10859,2017-10-12 01:44:34,app1
27.5599994659,46956,facebook_carousel_ad,21.8999996185,30560,2017-09-07 14:47:34,app1
53.5299987793,10175,facebook_carousel_ad,248.13999939,3655,2017-12-19 09:39:19,app2
8.51000022888,74457,facebook_carousel_ad,107.339996338,24,2017-09-06 09:09:06,app2
50.0,16,facebook_carousel_ad,189.0,9789,2018-01-01 15:21:25,app1
50.0,4658,facebook_carousel_ad,109.989997864,5152,2017-05-24 18:10:47,app2
60.0,1071,facebook_carousel_ad,34.7999992371,3249,2017-07-14 18:08:36,app2
593.0,27172,facebook_carousel_ad,29.5300006866,30998,2017-08-12 18:04:41,app1
8.94999980927,605,facebook_carousel_ad,56.7200012207,13291,2017-11-14 02:43:58,app1
30.0,1499591,facebook_carousel_ad,212.009994507,29495,2017-03-08 17:12:09,app1
18.9400005341,0,facebook_carousel_ad,56.4399986267,28485,2018-01-11 09:40:05,app2
30.0,334,facebook_carousel_ad,11.9899997711,24731,2017-11-17 13:12:58,app1
8.02999973297,1714,facebook_carousel_ad,117.519996643,7681,2017-08-01 05:58:24,app1
569.0,44458,facebook_carousel_ad,495.130004883,29956,2017-11-02 18:12:35,app1
48.2400016785,1358,facebook_carousel_ad,32.4900016785,2506,2017-07-15 23:56:31,app1
51.4700012207,23521,facebook_carousel_ad,174.729995728,8832,2017-09-07 16:17:55,app1
17.0499992371,71,facebook_carousel_ad,28.5300006866,12409,2017-06-06 16:34:47,app1
26.1800003052,605,facebook_carousel_ad,165.88999939,13291,2017-11-30 03:43:05,app1
1079.89001465,407161,facebook_carousel_ad,674.119995117,9538,2017-07-03 18:18:47,app2
20.0,11271,facebook_carousel_ad,160.119995117,2495,2017-06-02 19:34:38,app1
14.5,121512,facebook_carousel_ad,20.5,30488,2017-12-12 01:50:07,app2
15.0,128781,facebook_carousel_ad,35.8499984741,28651,2018-01-15 05:45:13,app2
38.9000015259,634,facebook_carousel_ad,29.9699993134,30729,2017-06-03 18:02:43,app1
126.0,49281,facebook_carousel_ad,112.120002747,2742,2017-09-22 18:05:47,app2
53.7999992371,61262,facebook_carousel_ad,208.990005493,2210,2017-06-04 18:02:36,app2
73.2699966431,1657762,facebook_carousel_ad,241.270004272,29779,2017-11-06 02:50:26,app2
22.0900001526,407161,facebook_carousel_ad,53.5699996948,9538,2017-07-14 19:39:14,app1
30.0,434563,facebook_carousel_ad,366.589996338,10559,2017-11-17 00:33:15,app2
32.8300018311,1555,facebook_carousel_ad,38.1199989319,10893,2017-07-30 08:39:41,app1
69.3499984741,12733,facebook_carousel_ad,590.700012207,1960,2017-06-01 07:58:06,app1
18.0,26149,facebook_carousel_ad,10.7299995422,30929,2017-06-09 18:44:40,app2
21.8299999237,4141,facebook_carousel_ad,100.0,6418,2017-09-20 22:23:07,app1
15.0,11136,facebook_carousel_ad,47.0,182,2017-03-13 01:10:05,app1
204.190002441,14551,facebook_carousel_ad,45.9599990845,30433,2017-07-04 00:56:53,app2
18.3799991608,4798,facebook_carousel_ad,84.2900009155,13005,2017-07-11 18:36:02,app1
45.0,6418,facebook_carousel_ad,34.0,3058,2017-12-14 02:47:39,app2
20.0,10352,facebook_carousel_ad,34.0,378,2017-12-21 19:58:29,app2
15.0,1178,facebook_carousel_ad,44.4000015259,6410,2017-05-31 13:48:13,app1
11.6800003052,5197,facebook_carousel_ad,17.9400005341,11355,2017-06-27 21:02:18,app1
45.1599998474,161590,facebook_carousel_ad,73.8600006104,233,2017-06-10 06:57:31,app1
31.5499992371,73985,facebook_carousel_ad,4.21000003815,2069,2017-08-12 04:12:45,app1
75.0,39394,facebook_carousel_ad,81.3399963379,17873,2017-11-22 18:45:48,app2
40.3400001526,29260,facebook_carousel_ad,58.6800003052,9274,2017-10-18 04:00:45,app1
7.46999979019,175,facebook_carousel_ad,74.1399993896,18912,2017-08-09 11:24:23,app1
137.830001831,15459,facebook_carousel_ad,25.9899997711,29119,2017-03-05 18:15:54,app2
30.0,125779,facebook_carousel_ad,75.0,3593,2017-12-21 16:03:45,app2
17.0799999237,808,facebook_carousel_ad,36.9799995422,9807,2017-04-22 16:17:21,app2
9.88000011444,9540,facebook_carousel_ad,30.5,29907,2017-11-10 15:16:32,app2
30.0,0,facebook_carousel_ad,24.8899993896,20735,2017-08-24 03:20:10,app1
85.0,851,facebook_carousel_ad,9.94999980927,6018,2017-08-10 20:25:44,app2
15.0,10881,facebook_carousel_ad,54.0600013733,27181,2018-01-08 20:48:58,app2
15.0,8712,facebook_carousel_ad,120.0,1099,2017-07-03 02:51:35,app2
